103.06,4.03,-1
111.85,3.20,1
115.24,3.14,1
100.55,4.31,-1
115.50,4.54,1
111.18,3.80,1
108.36,4.74,-1
101.63,5.20,-1
115.64,2.68,1
111.63,3.91,1
114.64,2.27,1
111.82,3.31,1
102.12,4.41,-1
110.77,4.24,1
96.65,3.42,-1
102.35,4.24,-1
109.52,3.39,1
101.49,4.13,-1
110.50,5.69,-1
96.94,5.52,-1
109.49,2.29,1
117.57,3.03,1
95.95,3.94,-1
116.87,3.89,1
105.58,4.70,-1
101.24,4.36,-1
107.55,2.17,1
114.43,3.96,1
119.70,3.64,1
107.70,5.72,-1
105.68,4.18,-1
95.83,4.98,-1
107.53,2.13,1
98.13,5.21,-1
100.09,5.08,-1
117.03,4.00,1
106.01,4.31,-1
98.12,4.58,-1
115.12,3.50,1
105.21,4.18,-1
98.97,5.14,-1
101.69,3.92,-1
108.09,4.32,-1
112.66,4.07,1
119.62,2.68,1
108.53,4.06,-1
97.63,3.41,-1
113.11,3.55,1
96.66,5.67,-1
105.92,3.31,1
104.46,5.42,-1
101.99,3.95,-1
95.59,3.94,-1
95.17,4.48,-1
95.63,4.72,-1
112.30,3.72,1
110.98,3.93,1
106.43,4.03,-1
103.99,5.62,-1
116.96,3.08,1
109.19,4.30,-1
109.71,2.68,1
111.04,4.78,1
102.04,5.07,-1
106.58,5.92,-1
115.03,4.06,1
102.55,3.56,-1
116.96,3.15,1
104.67,4.15,-1
116.40,4.63,1
112.26,2.72,1
106.51,3.58,1
118.13,3.60,1
107.99,4.17,-1
101.36,3.95,-1
96.74,4.16,-1
100.90,5.68,-1
109.28,3.28,1
106.74,5.94,-1
107.29,2.64,1
96.71,5.57,-1
105.10,5.90,-1
118.94,3.54,1
109.05,2.95,1
110.40,3.56,1
118.77,4.35,1
98.75,4.37,-1
98.95,3.29,-1
104.43,4.11,-1
115.38,2.22,1
111.15,4.07,1
98.90,4.19,-1
100.96,5.44,-1
100.63,4.43,-1
97.81,5.90,-1
103.85,3.76,-1
108.38,5.15,-1
110.67,2.82,1
109.67,4.66,-1
103.82,4.74,-1
107.55,4.24,-1
107.58,3.91,1
117.03,2.54,1
98.45,5.82,-1
108.44,3.66,1
107.55,3.54,1
111.86,3.32,1
109.12,3.41,1
118.46,2.93,1
96.20,4.40,-1
105.12,4.85,-1
115.01,3.24,1
117.19,3.47,1
105.02,5.59,-1
119.73,4.87,1
117.16,2.65,1
116.26,4.23,1
106.19,3.56,1
97.95,4.20,-1
116.47,3.21,1
107.54,4.88,-1
107.55,4.35,-1
107.44,5.20,-1
113.44,3.08,1
117.86,3.80,1
105.03,2.56,1
115.90,4.00,1
108.76,4.78,-1
114.00,3.62,1
109.33,5.98,-1
97.46,5.11,-1
105.29,4.98,-1
111.85,2.90,1
100.51,3.94,-1
101.29,4.90,-1
108.79,3.77,1
109.81,5.77,-1
108.30,3.22,1
105.49,5.57,-1
115.06,3.22,1
102.52,3.29,-1
106.05,4.25,-1
103.24,3.48,-1
110.41,3.64,1
105.29,2.33,1
107.77,4.60,-1
110.37,3.80,1
111.79,3.04,1
105.24,2.88,1
96.57,3.79,-1
113.10,4.17,1
96.49,4.59,-1
106.56,3.77,1
109.99,4.34,-1
113.89,4.18,1
106.33,4.13,-1
116.30,3.32,1
99.46,5.48,-1
111.77,3.96,1
109.73,2.26,1
105.41,5.22,-1
99.06,3.97,-1
104.13,3.54,-1
100.54,3.63,-1
99.96,3.60,-1
108.28,4.87,-1
118.52,3.17,1
97.58,4.76,-1
119.56,4.17,1
118.01,3.94,1
95.99,5.04,-1
111.08,3.41,1
105.79,2.08,1
118.54,3.38,1
117.98,3.60,1
109.50,4.23,-1
118.26,3.71,1
97.08,3.63,-1
114.49,4.03,1
109.00,5.30,-1
115.65,4.27,1
107.28,5.20,-1
109.35,3.89,1
118.97,2.48,1
109.13,4.07,-1
113.51,4.04,1
105.51,2.34,1
106.15,2.49,1
114.85,2.90,1
113.27,3.29,1
114.48,4.05,1
108.47,4.10,-1
119.83,3.28,1
106.44,4.98,-1
108.55,3.41,1
114.82,4.46,1
100.01,5.85,-1
100.57,4.71,-1
104.01,5.48,-1
105.84,3.49,1
116.92,2.69,1
95.23,4.16,-1
97.19,5.53,-1
105.45,2.74,1
96.73,5.73,-1
113.87,4.60,1
111.73,3.85,1
95.63,5.84,-1
104.64,4.28,-1
103.10,4.39,-1
99.39,5.14,-1
98.54,5.29,-1
109.17,4.06,-1
105.44,2.83,1
107.64,4.39,-1
109.41,2.84,1
105.59,5.91,-1
101.31,5.19,-1
104.10,5.15,-1
107.35,4.65,-1
113.12,4.71,1
119.95,4.41,1
116.40,3.77,1
101.69,4.39,-1
109.21,4.47,-1
95.31,3.84,-1
110.33,4.71,-1
105.66,5.56,-1
95.94,5.35,-1
104.76,4.81,-1
109.91,4.87,-1
105.97,3.45,1
109.05,3.33,1
112.24,3.62,1
111.03,3.64,1
107.52,3.71,1
105.39,2.24,1
107.16,2.80,1
106.90,2.32,1
113.55,2.80,1
111.16,3.31,1
115.86,2.29,1
106.70,2.97,1
119.40,2.63,1
110.89,4.18,-1
108.25,3.03,1
98.64,5.16,-1
103.80,4.29,-1
108.80,4.79,-1
119.65,2.88,1
98.37,5.19,-1
101.44,4.35,-1
100.37,3.57,-1
101.50,5.35,-1
115.49,4.34,1
96.11,5.36,-1
97.15,4.71,-1
108.11,3.19,1
113.97,3.70,1
110.99,3.87,1
117.93,4.34,1
95.47,3.35,-1
103.37,4.33,-1
112.40,3.96,1
113.47,3.25,1
119.75,3.89,1
119.90,3.44,1
106.22,2.15,1
118.46,3.46,1
115.38,3.81,1
106.87,3.85,1
119.07,3.68,1
105.39,4.80,-1
114.26,3.39,1
100.21,5.28,-1
104.86,5.42,-1
107.60,5.45,-1
98.06,3.63,-1
101.48,3.39,-1
98.87,5.66,-1
112.49,4.15,1
102.36,3.43,-1
108.04,5.30,-1
105.95,2.02,1
104.60,4.95,-1
97.34,4.16,-1
117.72,3.56,1
105.64,4.18,-1
109.86,3.67,1
116.47,4.34,1
110.74,2.38,1
100.30,3.79,-1
114.70,2.82,1
110.16,4.40,1
107.20,2.82,1
107.33,3.91,1
104.85,4.08,-1
110.87,2.32,1
109.60,2.27,1
110.25,4.11,-1
117.17,2.85,1
105.00,2.78,1
108.27,3.52,1
111.29,3.09,1
97.59,3.80,-1
100.66,5.48,-1
113.88,3.57,1
100.27,4.79,-1
113.23,3.44,1
105.12,5.54,-1
95.91,4.90,-1
96.17,4.05,-1
106.27,3.54,1
96.50,5.52,-1
105.31,4.43,-1
101.69,4.14,-1
112.08,3.42,1
106.08,5.86,-1
105.06,3.28,1
102.26,5.14,-1
101.15,5.29,-1
112.11,3.49,1
107.57,3.82,1
108.84,3.13,1
99.15,3.95,-1
106.40,2.30,1
99.52,3.81,-1
101.95,4.63,-1
107.62,4.60,-1
108.77,2.81,1
101.58,4.26,-1
116.00,2.97,1
98.78,4.62,-1
103.53,5.06,-1
118.46,3.79,1
112.10,3.93,1
118.66,3.99,1
105.37,4.83,-1
113.24,3.90,1
107.76,4.37,-1
107.20,5.60,-1
107.72,4.64,-1
119.22,3.78,1
99.55,4.78,-1
109.31,2.92,1
99.67,3.67,-1
109.78,2.64,1
109.14,5.06,-1
110.08,5.27,-1
108.41,2.04,1
118.92,3.70,1
96.11,4.14,-1
105.00,4.74,-1
118.47,3.03,1
118.07,2.81,1
97.86,4.56,-1
106.63,3.05,1
117.91,3.83,1
115.46,3.84,1
116.40,2.43,1
101.62,3.25,-1
103.43,4.90,-1
98.41,3.82,-1
112.82,2.91,1
109.35,3.92,1
97.68,3.15,-1
108.09,5.64,-1
113.10,3.72,1
110.96,3.17,1
110.54,2.29,1
107.06,4.09,-1
113.81,4.00,1
102.54,4.50,-1
106.04,4.90,-1
106.54,2.59,1
106.38,3.53,1
100.88,4.65,-1
110.52,2.57,1
109.65,4.87,-1
107.35,2.06,1
99.37,5.39,-1
118.74,3.62,1
106.14,4.35,-1
106.97,4.47,-1
118.44,4.59,1
109.52,5.45,-1
99.73,5.58,-1
103.73,4.59,-1
110.55,5.63,-1
102.03,5.57,-1
105.08,2.98,1
96.51,3.91,-1
106.65,3.69,1
105.86,4.38,-1
96.79,4.93,-1
106.44,3.26,1
119.60,2.65,1
115.51,3.93,1
119.16,4.54,1
119.49,4.83,1
108.57,3.00,1
107.33,4.10,-1
106.42,3.37,1
105.31,2.80,1
110.81,5.15,-1
98.91,4.37,-1
113.44,3.88,1
115.63,4.47,1
118.91,2.55,1
110.37,3.95,1
110.41,2.39,1
115.92,2.39,1
112.62,3.53,1
108.75,5.13,-1
108.31,4.63,-1
109.26,5.76,-1
102.11,5.07,-1
118.45,3.48,1
104.30,3.92,-1
114.60,4.40,1
109.19,3.73,1
99.96,5.04,-1
95.79,5.50,-1
115.50,2.81,1
103.97,3.78,-1
103.77,5.62,-1
106.28,4.58,-1
99.52,5.63,-1
111.64,2.19,1
107.15,4.75,-1
118.41,3.46,1
109.30,4.29,-1
110.46,5.77,-1
105.06,2.80,1
118.17,4.18,1
109.99,2.38,1
112.37,4.29,1
108.08,5.88,-1
108.34,2.05,1
117.54,4.35,1
103.66,4.40,-1
114.73,3.12,1
103.45,5.04,-1
107.82,3.02,1
101.15,4.99,-1
108.66,3.75,1
97.72,3.80,-1
107.60,4.36,-1
109.95,2.49,1
108.47,5.93,-1
102.99,4.92,-1
113.29,2.67,1
118.32,3.71,1
109.00,2.99,1
111.31,3.79,1
110.05,2.69,1
114.76,4.66,1
110.79,3.64,1
114.93,2.79,1
112.12,4.47,1
114.70,4.42,1
95.53,5.33,-1
101.41,4.87,-1
116.60,4.27,1
111.04,4.09,1
107.87,3.48,1
114.41,4.74,1
114.00,4.63,1
100.06,4.76,-1
108.83,3.74,1
95.24,4.42,-1
114.64,2.49,1
98.72,4.14,-1
111.61,3.61,1
116.17,3.52,1
108.68,5.06,-1
108.24,2.64,1
114.90,2.74,1
95.18,5.22,-1
96.27,4.87,-1
116.36,4.57,1
119.11,3.85,1
108.06,3.93,1
110.52,4.11,1
111.01,3.28,1
97.94,5.11,-1
111.94,4.86,1
105.89,3.69,1
117.16,3.18,1
112.15,4.29,1
115.89,3.35,1
108.13,5.67,-1
96.30,3.81,-1
118.41,3.17,1
106.89,4.66,-1
100.74,3.69,-1
109.21,5.79,-1
101.71,4.66,-1
109.32,2.91,1
119.95,3.79,1
114.43,4.39,1
108.30,2.42,1
103.98,4.36,-1
117.73,3.33,1
109.88,2.41,1
105.02,5.68,-1
107.31,4.73,-1
100.95,4.99,-1
105.26,2.20,1
96.14,4.37,-1
105.36,4.42,-1
98.49,3.94,-1
115.56,3.17,1
108.21,2.68,1
99.21,3.30,-1
108.98,5.42,-1
118.56,3.65,1
107.45,4.60,-1
108.82,2.31,1
101.95,4.67,-1
110.47,2.85,1
113.18,2.63,1
95.93,4.64,-1
118.23,4.72,1
114.14,3.64,1
105.60,5.43,-1
95.68,4.25,-1
109.43,5.85,-1
110.03,2.60,1
113.05,3.66,1
100.44,4.82,-1
100.46,4.83,-1
96.91,4.83,-1
99.60,4.88,-1
102.54,3.52,-1
108.56,2.14,1
119.19,4.00,1
115.83,3.68,1
102.38,4.22,-1
107.84,3.30,1
117.77,3.46,1
101.03,3.67,-1
97.89,4.69,-1
114.98,3.98,1
119.60,3.87,1
108.45,3.58,1
109.41,3.91,1
107.29,4.25,-1
108.65,4.56,-1
101.46,4.87,-1
102.25,4.44,-1
116.88,2.80,1
109.55,2.13,1
97.48,4.88,-1
106.99,4.83,-1
100.30,4.84,-1
106.55,5.72,-1
95.25,3.83,-1
116.34,4.15,1
110.70,3.08,1
107.61,5.52,-1
116.33,3.84,1
105.80,4.67,-1
113.46,3.27,1
105.11,3.34,1
115.51,2.59,1
103.16,4.57,-1
105.58,4.38,-1
95.20,4.98,-1
110.67,4.73,1
100.54,4.72,-1
113.46,2.63,1
98.43,4.24,-1
100.53,5.09,-1
107.45,4.65,-1
97.59,4.49,-1
98.92,5.15,-1
100.32,4.61,-1
117.79,3.25,1
119.69,3.56,1
104.67,4.37,-1
108.63,5.01,-1
102.29,4.37,-1
104.08,5.41,-1
100.33,5.56,-1
105.34,3.47,1
97.69,5.47,-1
116.01,2.37,1
106.94,5.35,-1
104.92,5.11,-1
97.08,4.00,-1
95.72,3.47,-1
105.23,3.20,1
110.76,4.28,1
105.02,5.43,-1
107.22,2.18,1
116.39,4.10,1
119.70,3.97,1
107.72,2.68,1
108.12,3.72,1
98.72,3.93,-1
111.70,3.00,1
107.13,4.49,-1
106.72,4.53,-1
99.60,5.75,-1
118.02,2.86,1
114.95,2.83,1
115.26,2.72,1
115.20,3.55,1
116.85,3.34,1
106.28,3.46,1
115.46,3.74,1
111.12,3.39,1
114.74,2.73,1
109.50,4.22,-1
106.59,5.06,-1
110.51,2.96,1
97.14,5.50,-1
106.26,5.09,-1
105.95,2.99,1
107.28,4.23,-1
114.39,4.34,1
110.12,4.55,-1
101.31,5.20,-1
113.39,2.81,1
110.54,2.46,1
109.93,2.91,1
117.35,4.88,1
109.09,2.78,1
95.59,5.05,-1
107.15,2.20,1
98.10,5.12,-1
109.00,2.51,1
114.72,4.54,1
105.05,5.62,-1
116.26,3.55,1
113.68,2.93,1
107.80,2.25,1
97.51,3.62,-1
113.83,3.93,1
98.33,4.31,-1
100.26,4.41,-1
105.91,5.07,-1
114.26,2.69,1
96.02,4.61,-1
111.59,2.91,1
106.40,5.25,-1
98.81,4.35,-1
114.40,3.69,1
106.89,3.67,1
109.20,3.40,1
107.15,3.13,1
119.78,4.07,1
119.91,3.61,1
109.74,5.59,-1
113.91,3.95,1
107.73,5.27,-1
116.27,2.98,1
108.04,3.32,1
117.28,4.44,1
113.84,4.21,1
108.43,5.03,-1
104.02,3.66,-1
101.46,4.31,-1
115.97,3.40,1
110.30,3.90,1
114.00,3.89,1
107.72,3.26,1
105.02,2.95,1
96.37,4.48,-1
98.60,4.45,-1
109.32,3.63,1
101.34,4.07,-1
110.01,5.71,-1
110.27,3.16,1
104.40,4.18,-1
104.72,5.94,-1
119.65,3.67,1
99.59,5.41,-1
96.73,4.97,-1
105.77,2.35,1
99.79,3.85,-1
106.22,5.45,-1
96.43,3.85,-1
104.48,5.94,-1
108.84,2.25,1
110.66,4.80,-1
97.92,3.76,-1
106.24,2.91,1
107.95,2.14,1
105.37,2.09,1
117.68,3.08,1
101.93,5.65,-1
99.38,5.29,-1
106.19,4.97,-1
110.96,4.39,-1
103.27,3.51,-1
110.11,3.16,1
96.07,4.14,-1
107.18,4.28,-1
109.68,3.48,1
104.52,4.73,-1
95.12,4.23,-1
108.86,4.87,-1
106.25,5.83,-1
110.05,3.11,1
119.83,4.35,1
119.63,2.91,1
115.92,3.56,1
103.45,4.13,-1
111.25,2.90,1
111.25,3.26,1
97.27,3.86,-1
109.39,4.71,-1
113.69,3.00,1
107.23,4.16,-1
96.89,5.17,-1
103.34,3.50,-1
108.44,3.17,1
101.84,4.41,-1
98.91,3.55,-1
118.25,3.95,1
110.69,5.16,-1
106.99,4.24,-1
102.64,5.05,-1
117.96,3.72,1
99.00,5.28,-1
109.32,4.75,-1
101.46,4.49,-1
101.78,4.53,-1
117.51,3.06,1
108.09,5.21,-1
110.85,5.93,-1
107.52,2.09,1
105.10,3.22,1
107.71,2.71,1
113.87,4.03,1
108.16,2.16,1
97.36,3.59,-1
116.72,3.96,1
105.00,2.55,1
111.67,2.49,1
102.58,4.23,-1
108.86,2.73,1
110.03,5.21,-1
116.01,3.17,1
109.26,2.74,1
95.82,5.91,-1
113.77,3.04,1
96.89,5.18,-1
97.06,5.04,-1
116.12,2.83,1
109.81,4.43,-1
97.94,4.59,-1
95.17,4.24,-1
107.10,4.61,-1
109.00,5.89,-1
99.46,3.77,-1
114.03,3.09,1
100.87,4.45,-1
107.49,5.67,-1
109.84,3.09,1
117.24,3.13,1
108.45,2.21,1
107.53,3.18,1
117.32,2.25,1
99.33,3.37,-1
101.72,3.88,-1
95.84,3.68,-1
113.19,3.85,1
108.85,4.76,-1
105.46,3.63,1
108.35,5.76,-1
119.10,4.22,1
95.36,3.98,-1
113.78,3.83,1
108.98,5.55,-1
106.52,3.48,1
96.16,5.03,-1
118.57,4.11,1
115.91,3.23,1
102.28,5.24,-1
116.03,3.87,1
110.48,5.80,-1
109.48,5.15,-1
114.41,2.65,1
107.26,3.61,1
119.37,3.90,1
99.30,3.80,-1
107.43,2.33,1
118.39,4.43,1
108.83,5.69,-1
109.00,2.82,1
102.87,5.81,-1
118.97,4.08,1
98.94,4.95,-1
99.84,4.65,-1
118.57,2.63,1
110.20,3.40,1
96.59,4.19,-1
114.09,3.57,1
109.88,2.32,1
115.48,4.54,1
110.43,5.33,-1
107.27,3.96,1
108.39,2.61,1
118.76,2.49,1
104.18,4.81,-1
115.51,3.47,1
114.38,4.05,1
100.66,4.00,-1
104.00,3.02,-1
118.59,3.94,1
109.43,5.53,-1
102.23,4.86,-1
106.43,2.08,1
109.53,3.73,1
106.66,5.37,-1
103.71,5.21,-1
102.62,4.40,-1
108.39,5.37,-1
114.37,3.60,1
102.44,4.06,-1
110.78,4.23,-1
107.55,2.68,1
103.49,4.10,-1
107.89,5.90,-1
114.85,3.38,1
113.63,3.11,1
96.18,4.08,-1
95.04,4.47,-1
115.76,4.06,1
111.68,3.06,1
107.99,3.18,1
105.27,2.97,1
107.50,3.42,1
112.92,4.07,1
111.48,4.22,1
104.47,3.89,-1
102.90,3.87,-1
115.43,3.82,1
99.91,5.42,-1
99.61,4.89,-1
109.42,4.13,-1
105.10,5.58,-1
106.15,5.77,-1
109.52,2.19,1
105.43,3.07,1
111.15,3.94,1
110.37,2.99,1
106.22,4.23,-1
118.31,4.28,1
102.51,4.80,-1
105.97,2.07,1
99.30,5.34,-1
117.55,2.48,1
117.24,2.78,1
102.44,3.97,-1
113.68,4.48,1
106.70,2.44,1
119.22,3.44,1
116.55,2.31,1
110.96,3.85,1
100.66,3.83,-1
119.04,4.26,1
110.32,5.01,-1
105.99,3.25,1
119.25,4.50,1
108.50,5.97,-1
109.66,5.20,-1
110.06,4.99,-1
107.27,5.37,-1
111.93,3.86,1
102.14,4.16,-1
99.97,5.15,-1
101.74,4.81,-1
119.93,3.29,1
98.74,4.25,-1
98.13,4.75,-1
102.82,3.62,-1
115.35,4.27,1
98.71,3.44,-1
116.21,3.32,1
100.90,5.10,-1
106.03,5.29,-1
106.58,5.42,-1
109.03,3.33,1
119.30,3.14,1
109.35,5.30,-1
112.37,3.51,1
104.51,3.84,-1
107.55,4.57,-1
118.19,3.43,1
113.97,3.47,1
108.23,2.33,1
114.54,3.20,1
107.03,3.74,1
100.13,4.59,-1
98.70,3.98,-1
97.62,3.70,-1
98.81,4.74,-1
108.79,3.91,1
108.44,2.40,1
110.40,4.53,-1
107.09,2.64,1
101.45,5.44,-1
98.81,4.22,-1
106.90,3.29,1
106.62,2.41,1
98.75,3.66,-1
106.24,5.81,-1
103.28,5.37,-1
109.31,2.52,1
107.57,5.74,-1
100.06,3.35,-1
106.70,3.20,1
105.96,5.83,-1
108.62,5.65,-1
106.21,4.11,-1
107.07,2.10,1
107.12,3.68,1
106.74,4.52,-1
108.00,4.05,-1
108.70,5.65,-1
102.76,4.21,-1
102.64,5.00,-1
100.54,5.24,-1
108.70,4.17,-1
96.76,4.59,-1
102.26,3.78,-1
101.54,4.95,-1
108.92,3.01,1
114.38,2.74,1
113.91,4.39,1
105.06,2.66,1
109.92,3.81,1
107.93,2.33,1
115.19,4.58,1
101.04,5.03,-1
117.64,2.14,1
115.49,3.00,1
119.60,4.26,1
107.96,5.06,-1
106.88,3.41,1
112.18,3.63,1
99.52,5.13,-1
107.03,3.64,1
104.58,3.95,-1
118.51,3.25,1
108.04,4.90,-1
108.79,4.56,-1
103.27,3.97,-1
97.40,4.66,-1
115.20,3.86,1
109.01,5.47,-1
112.18,3.28,1
114.82,4.26,1
98.80,4.73,-1
103.64,5.24,-1
107.75,5.57,-1
107.38,3.61,1
97.72,3.14,-1
113.08,2.87,1
98.45,3.34,-1
97.32,3.13,-1
104.23,4.80,-1
106.47,2.07,1
113.04,2.25,1
119.24,4.28,1
97.39,4.27,-1
107.61,4.78,-1
105.92,5.26,-1
102.98,5.06,-1
108.88,2.49,1
107.05,2.59,1
105.10,3.04,1
107.18,5.93,-1
109.08,4.21,-1
116.41,3.87,1
106.61,5.42,-1
116.60,3.70,1
98.88,5.27,-1
115.73,3.18,1
118.61,3.05,1
110.42,4.03,-1
100.59,3.93,-1
114.31,4.20,1
113.41,2.53,1
99.28,4.10,-1
109.24,5.75,-1
96.42,3.62,-1
106.24,5.80,-1
106.87,5.50,-1
117.73,2.58,1
103.01,4.13,-1
105.35,2.87,1
111.79,4.59,1
98.54,4.19,-1
101.53,4.77,-1
114.52,4.02,1
